,gene_id,gene,From,Entry,Gene Names (primary),LOEUF,transcript,repressor,activator,sfari
1515,ENSG00000110925,CSRNP2,CSRNP2,Q9H175,CSRNP2,0.466,ENST00000228515,False,False,False
1516,ENSG00000178662,CSRNP3,CSRNP3,Q8WYN3,CSRNP3,0.387,ENST00000651982,True,False,False
1517,ENSG00000276644,DACH1,DACH1,Q9UI36,DACH1,0.371,ENST00000613252,True,False,False
1518,ENSG00000126733,DACH2,DACH2,Q96NX9,DACH2,,,True,False,False
1519,ENSG00000117505,DR1,DR1,Q01658,DR1,0.649,ENST00000370272,True,False,False
1520,ENSG00000175550,DRAP1,DRAP1,Q14919,DRAP1,0.738,ENST00000312515,False,False,False
1521,ENSG00000198715,GLMP,GLMP,Q8WWB7,GLMP,1.264,ENST00000362007,True,True,False
1522,ENSG00000062194,GPBP1,GPBP1,Q86WP2,GPBP1,0.275,ENST00000506184,True,False,False
1523,ENSG00000159592,GPBP1L1,GPBP1L1,Q9HC44,GPBP1L1,0.619,ENST00000355105,False,False,False
1524,ENSG00000137947,GTF2B,GTF2B,Q00403,GTF2B,0.875,ENST00000370500,False,False,False
1525,ENSG00000115041,KCNIP3,KCNIP3,Q9Y2W7,KCNIP3,1.249,ENST00000295225,True,False,False
1526,ENSG00000012223,LTF,LTF,P02788,LTF,1.294,ENST00000231751,True,False,False
1527,ENSG00000143033,MTF2,MTF2,Q9Y483,MTF2,0.289,ENST00000370298,True,False,False
1528,ENSG00000148411,NACC2,NACC2,Q96BF6,NACC2,0.57,ENST00000277554,True,False,False
1529,ENSG00000230257,NFE4,NFE4,Q86UQ8,NFE4,,,False,False,False
1530,ENSG00000120837,NFYB,NFYB,P25208,NFYB,0.877,ENST00000240055,True,False,False
1531,ENSG00000066136,NFYC,NFYC,Q13952,NFYC,0.74,ENST00000447388,False,True,False
1532,ENSG00000186416,NKRF,NKRF,O15226,NKRF,,,True,False,False
1533,ENSG00000243678,NME2,NME2,P22392,NME2,1.488,ENST00000512737,False,False,False
1534,ENSG00000106459,NRF1,NRF1,Q16656,NRF1,0.188,ENST00000393232,True,True,False
1535,ENSG00000170515,PA2G4,PA2G4,Q9UQ80,PA2G4,0.231,ENST00000303305,True,False,False
1536,ENSG00000277258,PCGF2,PCGF2,P35227,PCGF2,0.443,ENST00000620225,True,False,False
1537,ENSG00000156374,PCGF6,PCGF6,Q9BYE7,PCGF6,1.012,ENST00000369847,True,False,False
1538,ENSG00000112511,PHF1,PHF1,O43189,PHF1,0.338,ENST00000374516,True,True,False
1539,ENSG00000119403,PHF19 ,,,,0.473,ENST00000373896,False,True,False
1540,ENSG00000188313,PLSCR1,PLSCR1,O15162,PLSCR1,0.673,ENST00000342435,True,True,False
1541,ENSG00000110777,POU2AF1,POU2AF1,Q16633,POU2AF1,0.727,ENST00000393067,False,True,False
1542,ENSG00000138073,PREB,PREB,Q9HCU5,PREB,0.831,ENST00000260643,False,False,False
1543,ENSG00000185129,PURA,PURA,Q00577,PURA,0.138,ENST00000331327,False,False,False
1544,ENSG00000146676,PURB,PURB,Q96QR8,PURB,1.223,ENST00000395699,True,False,False
1545,ENSG00000172733,PURG,PURG,Q9UJV8,PURG,0.325,ENST00000523392,True,False,False
1546,ENSG00000166349,RAG1,RAG1,P15918,RAG1,0.703,ENST00000299440,True,False,False
1547,ENSG00000125826,RBCK1,RBCK1,Q9BYM8,RBCK1,0.89,ENST00000356286,True,False,False
1548,ENSG00000148300,REXO4,REXO4,Q9GZR2,REXO4,0.946,ENST00000371942,False,False,False
1549,ENSG00000160633,SAFB,SAFB,Q15424,SAFB,0.219,ENST00000588852,True,False,False
1550,ENSG00000130254,SAFB2,SAFB2,Q14151,SAFB2,0.487,ENST00000252542,True,False,False
1551,ENSG00000010803,SCMH1,SCMH1,Q96GD3,SCMH1,0.654,ENST00000337495,True,False,False
1552,ENSG00000157933,SKI,SKI,P12755,SKI,0.809,ENST00000378536,False,False,True
1553,ENSG00000136603,SKIL,SKIL,P12757,SKIL,0.525,ENST00000259119,True,False,False
1554,ENSG00000188779,SKOR1,SKOR1,P84550,SKOR1,0.805,ENST00000380035,True,False,False
1555,ENSG00000185420,SMYD3,SMYD3,Q9H7B4,SMYD3,0.898,ENST00000490107,True,False,False
1556,ENSG00000104976,SNAPC2,SNAPC2,Q13487,SNAPC2,1.774,ENST00000221573,True,False,False
1557,ENSG00000174446,SNAPC5,SNAPC5,O75971,SNAPC5,1.812,ENST00000316634,False,False,False
1558,ENSG00000159140,SON,SON,P18583,SON,0.051,ENST00000356577,True,False,True
1559,ENSG00000065526,SPEN,SPEN,Q96T58,SPEN,0.094,ENST00000375759,True,False,True
1560,ENSG00000164299,SPZ1,SPZ1,Q9BXG8,SPZ1,1.817,ENST00000296739,True,False,False
1561,ENSG00000100207,TCF20,TCF20,Q9UGU0,TCF20,0.05,ENST00000677622,True,True,True
1562,ENSG00000168769,TET2,TET2,Q6N021,TET2,1.997,ENST00000380013,True,True,True
1563,ENSG00000151500,THYN1,THYN1,Q9P016,THYN1,1.353,ENST00000341541,False,False,False
1564,ENSG00000144747,TMF1,TMF1,P82094,TMF1,0.62,ENST00000398559,True,False,False
1565,ENSG00000197579,TOPORS,TOPORS,Q9NS56,TOPORS,0.418,ENST00000360538,True,False,False
1566,ENSG00000102804,TSC22D1,TSC22D1,Q15714,TSC22D1,0.199,ENST00000458659,False,False,False
1567,ENSG00000136936,XPA,XPA,P23025,XPA,1.068,ENST00000375128,True,False,False
1568,ENSG00000141510,TP53,TP53,P04637,TP53,0.449,ENST00000269305,True,True,False
1569,ENSG00000073282,TP63,TP63,Q9H3D4,TP63,0.296,ENST00000264731,True,True,False
1570,ENSG00000078900,TP73,TP73,O15350,TP73,0.576,ENST00000378295,True,True,False
1571,ENSG00000125813,PAX1,PAX1,P15863,PAX1,0.86,ENST00000613128,False,False,False
1572,ENSG00000196092,PAX5,PAX5,Q02548,PAX5,0.361,ENST00000358127,True,True,True
1573,ENSG00000125618,PAX8,PAX8,Q06710,PAX8,0.415,ENST00000429538,True,True,False
1574,ENSG00000198807,PAX9,PAX9,P55771,PAX9,0.435,ENST00000361487,True,True,False
1575,ENSG00000196233,LCOR,LCOR,Q96JN0,LCOR,0.338,ENST00000421806,True,False,False
1576,ENSG00000178177,LCORL,LCORL,Q8N3X6,LCORL,0.341,ENST00000635767,False,False,False
1577,ENSG00000117707,PROX1,PROX1,Q92786,PROX1,0.222,ENST00000366958,True,False,False
1578,ENSG00000119608,PROX2,PROX2,Q3B8N5,PROX2,1.247,ENST00000556489,False,True,False
1579,ENSG00000102908,NFAT5,NFAT5,O94916,NFAT5,0.235,ENST00000349945,True,True,False
1580,ENSG00000131196,NFATC1,NFATC1,O95644,NFATC1,0.461,ENST00000427363,True,True,False
1581,ENSG00000101096,NFATC2,NFATC2,Q13469,NFATC2,0.365,ENST00000371564,True,True,False
1582,ENSG00000072736,NFATC3,NFATC3,Q12968,NFATC3,0.611,ENST00000346183,True,True,False
1583,ENSG00000100968,NFATC4,NFATC4,Q14934,NFATC4,0.5,ENST00000250373,True,True,False
1584,ENSG00000109320,NFKB1,NFKB1,P19838,NFKB1,0.178,ENST00000226574,True,True,False
1585,ENSG00000077150,NFKB2,NFKB2,Q00653,NFKB2,0.308,ENST00000661543,True,False,False
1586,ENSG00000162924,REL,REL,Q04864,REL,0.416,ENST00000394479,True,True,False
1587,ENSG00000173039,RELA,RELA,Q04206,RELA,0.4,ENST00000406246,False,True,False
1588,ENSG00000104856,RELB,RELB,Q01201,RELB,0.512,ENST00000221452,True,True,False
1589,ENSG00000132005,RFX1,RFX1,P22670,RFX1,0.587,ENST00000254325,True,True,False
1590,ENSG00000087903,RFX2,RFX2,P48378,RFX2,0.369,ENST00000303657,True,False,False
1591,ENSG00000080298,RFX3,RFX3,P48380,RFX3,0.212,ENST00000617270,False,False,True
1592,ENSG00000111783,RFX4,RFX4,Q33E94,RFX4,0.178,ENST00000392842,True,False,True
1593,ENSG00000143390,RFX5,RFX5,P48382,RFX5,0.884,ENST00000452671,True,False,False
1594,ENSG00000185002,RFX6,RFX6,Q8HWS3,RFX6,0.692,ENST00000332958,True,False,False
1595,ENSG00000181827,RFX7,RFX7,Q2KHR2,RFX7,0.3,ENST00000559447,False,False,True
1596,ENSG00000196460,RFX8,RFX8,Q6ZV50,RFX8,1.11,ENST00000428343,False,False,False
1597,ENSG00000159216,RUNX1,RUNX1,Q01196,RUNX1,0.633,ENST00000675419,True,True,False
1598,ENSG00000124813,RUNX2,RUNX2,Q13950,RUNX2,0.352,ENST00000647337,True,True,False
1599,ENSG00000020633,RUNX3,RUNX3,Q13761,RUNX3,0.698,ENST00000308873,True,True,False
1600,ENSG00000160224,AIRE,AIRE,O43918,AIRE,1.169,ENST00000291582,False,True,False
1601,ENSG00000177030,DEAF1,DEAF1,O75398,DEAF1,1.18,ENST00000382409,True,False,True
1602,ENSG00000162419,GMEB1,GMEB1,Q9Y692,GMEB1,0.151,ENST00000373816,True,True,False
1603,ENSG00000101216,GMEB2,GMEB2,Q9UKD1,GMEB2,0.368,ENST00000370077,True,True,False
1604,ENSG00000215474,SKOR2,SKOR2,Q2VWA4,SKOR2,1.23,ENST00000425639,True,False,False
1605,ENSG00000067066,SP100,SP100,P23497,SP100,0.813,ENST00000340126,True,True,False
1606,ENSG00000135899,SP110,SP110,Q9HB58,SP110,0.826,ENST00000258381,False,False,False
1607,ENSG00000079263,SP140,SP140,Q13342,SP140,0.745,ENST00000392045,True,False,False
1608,ENSG00000185404,SP140L,SP140L,Q9H930,SP140L,1.127,ENST00000415673,True,False,False
1609,ENSG00000162599,NFIA,NFIA,Q12857,NFIA,0.175,ENST00000403491,True,True,True
1610,ENSG00000147862,NFIB,NFIB,O00712,NFIB,0.3,ENST00000380953,False,False,True
1611,ENSG00000141905,NFIC,NFIC,P08651,NFIC,0.399,ENST00000443272,True,True,False
1612,ENSG00000008441,NFIX,NFIX,Q14938,NFIX,0.092,ENST00000592199,True,True,True
1613,ENSG00000170365,SMAD1,SMAD1,Q15797,SMAD1,0.281,ENST00000302085,True,True,False
1614,ENSG00000166949,SMAD3,SMAD3,P84022,SMAD3,0.373,ENST00000327367,False,True,False
1615,ENSG00000141646,SMAD4,SMAD4,Q13485,SMAD4,0.227,ENST00000342988,True,True,True
1616,ENSG00000113658,SMAD5,SMAD5,Q99717,SMAD5,0.174,ENST00000545279,False,True,False
1617,ENSG00000120693,SMAD9,SMAD9,O15198,SMAD9,1.018,ENST00000379826,False,False,False
1618,ENSG00000115415,STAT1,STAT1,P42224,STAT1,0.271,ENST00000361099,True,True,False
1619,ENSG00000170581,STAT2,STAT2,P52630,STAT2,0.497,ENST00000314128,True,True,False
1620,ENSG00000168610,STAT3,STAT3,P40763,STAT3,0.109,ENST00000264657,True,True,False
1621,ENSG00000138378,STAT4,STAT4,Q14765,STAT4,0.503,ENST00000392320,True,True,False
1622,ENSG00000126561,STAT5A,STAT5A,P42229,STAT5A,0.364,ENST00000590949,True,True,False
1623,ENSG00000173757,STAT5B,STAT5B,P51692,STAT5B,0.277,ENST00000293328,True,True,False
1624,ENSG00000166888,STAT6,STAT6,P42226,STAT6,0.515,ENST00000300134,False,True,False
1625,ENSG00000163508,EOMES,EOMES,O95936,EOMES,0.493,ENST00000449599,True,True,False
1626,ENSG00000174197,MGA,MGA,O43451,MGAM,0.197,ENST00000219905,False,False,False
1627,ENSG00000174197,MGA,MGA,Q8IWI9,MGA,0.197,ENST00000219905,True,True,False
1628,ENSG00000164458,T,T,O15178,TBXT,0.667,ENST00000366876,True,True,False
1629,ENSG00000136535,TBR1,TBR1,Q16650,TBR1,0.246,ENST00000389554,True,False,True
1630,ENSG00000184058,TBX1,TBX1,O43435,TBX1,0.703,ENST00000649276,False,True,True
1631,ENSG00000167800,TBX10,TBX10,O75333,TBX10,1.07,ENST00000335385,False,False,False
1632,ENSG00000092607,TBX15,TBX15,Q96SF7,TBX15,0.471,ENST00000369429,True,False,False
1633,ENSG00000112837,TBX18,TBX18,O95935,TBX18,0.56,ENST00000369663,True,False,False
1634,ENSG00000143178,TBX19,TBX19,O60806,TBX19,0.974,ENST00000367821,False,False,False
1635,ENSG00000121068,TBX2,TBX2,Q13207,TBX2,0.832,ENST00000240328,True,False,False
1636,ENSG00000164532,TBX20,TBX20,Q9UMR3,TBX20,0.378,ENST00000408931,True,True,False
1637,ENSG00000073861,TBX21,TBX21,Q9UL17,TBX21,0.381,ENST00000177694,False,True,False
1638,ENSG00000122145,TBX22,TBX22,Q9Y458,TBX22,,,True,True,True
1639,ENSG00000135111,TBX3,TBX3,O15119,TBX3,0.468,ENST00000349155,True,True,False
1640,ENSG00000121075,TBX4,TBX4,P57082,TBX4,0.379,ENST00000644296,True,True,False
1641,ENSG00000089225,TBX5,TBX5,Q99593,TBX5,0.267,ENST00000405440,True,True,False
1642,ENSG00000149922,TBX6,TBX6,O95947,TBX6,0.936,ENST00000395224,False,False,False
1643,ENSG00000112592,TBP,TBP,P20226,TBP,0.41,ENST00000392092,True,False,False
1644,ENSG00000028839,TBPL1,TBPL1,P62380,TBPL1,0.421,ENST00000237264,False,False,False
1645,ENSG00000182521,TBPL2,TBPL2,Q6SJ96,TBPL2,1.378,ENST00000247219,False,True,False
1646,ENSG00000189308,LIN54,LIN54,Q6MZP7,LIN54,0.204,ENST00000340417,False,False,False
1647,ENSG00000187079,TEAD1,TEAD1,P28347,TEAD1,0.276,ENST00000527636,True,True,False
1648,ENSG00000074219,TEAD2,TEAD2,Q15562,TEAD2,1.035,ENST00000593945,True,True,False
1649,ENSG00000007866,TEAD3,TEAD3,Q99594,TEAD3,0.435,ENST00000639578,True,True,False
1650,ENSG00000197905,TEAD4,TEAD4,Q15561,TEAD4,0.889,ENST00000359864,True,True,False
1651,ENSG00000131931,THAP1,THAP1,Q9NVV9,THAP1,0.571,ENST00000254250,False,False,False
1652,ENSG00000129028,THAP10,THAP10,Q9P2Z0,THAP10,1.007,ENST00000249861,False,False,False
1653,ENSG00000168286,THAP11,THAP11,Q96EK4,THAP11,0.681,ENST00000303596,True,False,False
1654,ENSG00000137492,THAP12,THAP12,O43422,THAP12,0.514,ENST00000260045,True,False,False
1655,ENSG00000173451,THAP2,THAP2,Q9H0W7,THAP2,1.137,ENST00000308086,True,False,False
1656,ENSG00000041988,THAP3,THAP3,Q8WTV1,THAP3,1.241,ENST00000054650,False,False,False
1657,ENSG00000176946,THAP4,THAP4,Q8WY91,THAP4,0.585,ENST00000407315,False,False,False
1658,ENSG00000177683,THAP5,THAP5,Q7Z6K1,THAP5,1.089,ENST00000415914,True,False,False
1659,ENSG00000174796,THAP6,THAP6,Q8TBB0,THAP6,1.028,ENST00000311638,True,False,False
1660,ENSG00000184436,THAP7,THAP7,Q9BT49,THAP7,1.147,ENST00000215742,True,False,False
1661,ENSG00000161277,THAP8,THAP8,Q8NA92,THAP8,1.615,ENST00000292894,True,False,False
1662,ENSG00000168152,THAP9,THAP9,Q9H5L6,THAP9,0.791,ENST00000302236,True,False,False
